AIRLINE,SOURCE,DESTINATION,NEAREST_AIRPORT_SOURCE,NEAREST_AIRPORT_DESTINATION,IATA_SOURCE,IATA_DESTINATION,ROUTE,DEP_TIME,ARRIVAL_TIME,DURATION,TOTAL_STOPS,ADDITIONAL_INFO,PRICE,DIRECT_CONNECTING
VietJet Air,Tokyo,Bangkok,Tokyo Haneda Airport,Suvarnabhumi Airport,HND,BKK,HND -> BKK,16:49:00.000,23:04:00.000,06:15,0,In-flight meal not included,22909,Direct
All Nippon Airways,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,13:41:00.000,19:56:00.000,06:15,0,Business class,39900,Direct
Japan Airlines,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,14:26:00.000,20:41:00.000,06:15,0,Business class,40150,Direct
Thai Airways,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,15:11:00.000,21:26:00.000,06:15,0,Business class,36220,Direct
Thai AirAsia X,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,15:56:00.000,01:01:00.000,09:05,1,In-flight meal not included,23550,Connecting
ZIPAIR Tokyo,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,16:41:00.000,22:56:00.000,06:15,0,In-flight meal not included,28360,Direct
VietJet Air,Bangkok,Tokyo,Suvarnabhumi Airport,Tokyo Haneda Airport,BKK,HND,BKK -> HND,17:26:00.000,23:41:00.000,06:15,0,In-flight meal not included,22909,Direct
All Nippon Airways,Tokyo,Shanghai,Tokyo Haneda Airport,Shanghai Pudong International Airport,HND,PVG,HND -> PVG,14:18:00.000,17:18:00.000,03:00,0,Business class,27300,Direct
Japan Airlines,Tokyo,Shanghai,Tokyo Haneda Airport,Shanghai Pudong International Airport,HND,PVG,HND -> PVG,15:03:00.000,18:03:00.000,03:00,0,Business class,27550,Direct
China Eastern Airlines,Tokyo,Shanghai,Tokyo Haneda Airport,Shanghai Pudong International Airport,HND,PVG,HND -> PVG,15:48:00.000,18:48:00.000,03:00,0,No info,21300,Direct
Air China,Tokyo,Shanghai,Tokyo Haneda Airport,Shanghai Pudong International Airport,HND,PVG,HND -> PVG,16:33:00.000,19:33:00.000,03:00,0,No info,22070,Direct
China Southern Airlines,Tokyo,Shanghai,Tokyo Haneda Airport,Shanghai Pudong International Airport,HND,PVG,HND -> PVG,17:18:00.000,20:18:00.000,03:00,0,No info,21280,Direct
All Nippon Airways,Shanghai,Tokyo,Shanghai Pudong International Airport,Tokyo Haneda Airport,PVG,HND,PVG -> HND,14:55:00.000,17:55:00.000,03:00,0,Business class,27300,Direct
Japan Airlines,Shanghai,Tokyo,Shanghai Pudong International Airport,Tokyo Haneda Airport,PVG,HND,PVG -> HND,15:40:00.000,18:40:00.000,03:00,0,Business class,27550,Direct
China Eastern Airlines,Shanghai,Tokyo,Shanghai Pudong International Airport,Tokyo Haneda Airport,PVG,HND,PVG -> HND,16:25:00.000,19:25:00.000,03:00,0,No info,21300,Direct
Air China,Shanghai,Tokyo,Shanghai Pudong International Airport,Tokyo Haneda Airport,PVG,HND,PVG -> HND,17:10:00.000,20:10:00.000,03:00,0,No info,22070,Direct
China Southern Airlines,Shanghai,Tokyo,Shanghai Pudong International Airport,Tokyo Haneda Airport,PVG,HND,PVG -> HND,17:55:00.000,20:55:00.000,03:00,0,No info,21280,Direct
All Nippon Airways,Tokyo,Melbourne,Tokyo Haneda Airport,Melbourne Tullamarine Airport,HND,MEL,HND -> MEL,15:32:00.000,01:32:00.000,10:00,0,Business class,67200,Direct
Japan Airlines,Tokyo,Melbourne,Tokyo Haneda Airport,Melbourne Tullamarine Airport,HND,MEL,HND -> MEL,16:17:00.000,02:17:00.000,10:00,0,Business class,67450,Direct
Qantas Airways,Tokyo,Melbourne,Tokyo Haneda Airport,Melbourne Tullamarine Airport,HND,MEL,HND -> MEL,17:02:00.000,03:02:00.000,10:00,0,Business class,64500,Direct
Jetstar Airways,Tokyo,Melbourne,Tokyo Haneda Airport,Melbourne Tullamarine Airport,HND,MEL,HND -> MEL,17:47:00.000,03:47:00.000,10:00,0,In-flight meal not included,40430,Direct
ZIPAIR Tokyo,Tokyo,Melbourne,Tokyo Haneda Airport,Melbourne Tullamarine Airport,HND,MEL,HND -> MEL,18:32:00.000,04:32:00.000,10:00,0,In-flight meal not included,47080,Direct
All Nippon Airways,Melbourne,Tokyo,Melbourne Tullamarine Airport,Tokyo Haneda Airport,MEL,HND,MEL -> HND,16:09:00.000,02:09:00.000,10:00,0,Business class,67200,Direct
Japan Airlines,Melbourne,Tokyo,Melbourne Tullamarine Airport,Tokyo Haneda Airport,MEL,HND,MEL -> HND,16:54:00.000,02:54:00.000,10:00,0,Business class,67450,Direct
Qantas Airways,Melbourne,Tokyo,Melbourne Tullamarine Airport,Tokyo Haneda Airport,MEL,HND,MEL -> HND,17:39:00.000,03:39:00.000,10:00,0,Business class,64500,Direct
Jetstar Airways,Melbourne,Tokyo,Melbourne Tullamarine Airport,Tokyo Haneda Airport,MEL,HND,MEL -> HND,18:24:00.000,04:24:00.000,10:00,0,In-flight meal not included,40430,Direct
ZIPAIR Tokyo,Melbourne,Tokyo,Melbourne Tullamarine Airport,Tokyo Haneda Airport,MEL,HND,MEL -> HND,19:09:00.000,05:09:00.000,10:00,0,In-flight meal not included,47080,Direct
All Nippon Airways,Tokyo,Brisbane,Tokyo Haneda Airport,Brisbane Airport,HND,BNE,HND -> BNE,16:46:00.000,01:51:00.000,09:05,0,Business class,60375,Direct
Japan Airlines,Tokyo,Brisbane,Tokyo Haneda Airport,Brisbane Airport,HND,BNE,HND -> BNE,17:31:00.000,02:36:00.000,09:05,0,Business class,60625,Direct
Qantas Airways,Tokyo,Brisbane,Tokyo Haneda Airport,Brisbane Airport,HND,BNE,HND -> BNE,18:16:00.000,03:21:00.000,09:05,0,Business class,58000,Direct
Virgin Australia,Tokyo,Brisbane,Tokyo Haneda Airport,Brisbane Airport,HND,BNE,HND -> BNE,19:01:00.000,04:06:00.000,09:05,0,No info,52500,Direct
ZIPAIR Tokyo,Tokyo,Brisbane,Tokyo Haneda Airport,Brisbane Airport,HND,BNE,HND -> BNE,19:46:00.000,04:51:00.000,09:05,0,In-flight meal not included,42400,Direct
All Nippon Airways,Brisbane,Tokyo,Brisbane Airport,Tokyo Haneda Airport,BNE,HND,BNE -> HND,17:23:00.000,02:28:00.000,09:05,0,Business class,60375,Direct
Japan Airlines,Brisbane,Tokyo,Brisbane Airport,Tokyo Haneda Airport,BNE,HND,BNE -> HND,18:08:00.000,03:13:00.000,09:05,0,Business class,60625,Direct
Qantas Airways,Brisbane,Tokyo,Brisbane Airport,Tokyo Haneda Airport,BNE,HND,BNE -> HND,18:53:00.000,03:58:00.000,09:05,0,Business class,58000,Direct
Virgin Australia,Brisbane,Tokyo,Brisbane Airport,Tokyo Haneda Airport,BNE,HND,BNE -> HND,19:38:00.000,04:43:00.000,09:05,0,No info,52500,Direct
ZIPAIR Tokyo,Brisbane,Tokyo,Brisbane Airport,Tokyo Haneda Airport,BNE,HND,BNE -> HND,20:23:00.000,05:28:00.000,09:05,0,In-flight meal not included,42400,Direct
All Nippon Airways,Tokyo,Beijing,Tokyo Haneda Airport,Beijing Capital International Airport,HND,PEK,HND -> PEK,18:00:00.000,21:05:00.000,03:05,0,Business class,26775,Direct
Japan Airlines,Tokyo,Beijing,Tokyo Haneda Airport,Beijing Capital International Airport,HND,PEK,HND -> PEK,18:45:00.000,21:50:00.000,03:05,0,Business class,27025,Direct
Air China,Tokyo,Beijing,Tokyo Haneda Airport,Beijing Capital International Airport,HND,PEK,HND -> PEK,19:30:00.000,22:35:00.000,03:05,0,No info,21410,Direct
China Eastern Airlines,Tokyo,Beijing,Tokyo Haneda Airport,Beijing Capital International Airport,HND,PEK,HND -> PEK,20:15:00.000,23:20:00.000,03:05,0,No info,21150,Direct
Hainan Airlines,Tokyo,Beijing,Tokyo Haneda Airport,Beijing Capital International Airport,HND,PEK,HND -> PEK,21:00:00.000,03:05:00.000,06:05,1,1 Long layover,20380,Connecting
All Nippon Airways,Beijing,Tokyo,Beijing Capital International Airport,Tokyo Haneda Airport,PEK,HND,PEK -> HND,18:37:00.000,21:42:00.000,03:05,0,Business class,26775,Direct
Japan Airlines,Beijing,Tokyo,Beijing Capital International Airport,Tokyo Haneda Airport,PEK,HND,PEK -> HND,19:22:00.000,22:27:00.000,03:05,0,Business class,27025,Direct
Air China,Beijing,Tokyo,Beijing Capital International Airport,Tokyo Haneda Airport,PEK,HND,PEK -> HND,20:07:00.000,23:12:00.000,03:05,0,No info,21410,Direct
China Eastern Airlines,Beijing,Tokyo,Beijing Capital International Airport,Tokyo Haneda Airport,PEK,HND,PEK -> HND,20:52:00.000,23:57:00.000,03:05,0,No info,21150,Direct
Hainan Airlines,Beijing,Tokyo,Beijing Capital International Airport,Tokyo Haneda Airport,PEK,HND,PEK -> HND,21:37:00.000,03:42:00.000,06:05,1,1 Long layover,20380,Connecting
All Nippon Airways,Tokyo,Delhi,Tokyo Haneda Airport,Indira Gandhi International Airport,HND,DEL,HND -> DEL,19:14:00.000,02:59:00.000,07:45,0,Business class,45150,Direct
Japan Airlines,Tokyo,Delhi,Tokyo Haneda Airport,Indira Gandhi International Airport,HND,DEL,HND -> DEL,19:59:00.000,03:44:00.000,07:45,0,Business class,45400,Direct
Air India,Tokyo,Delhi,Tokyo Haneda Airport,Indira Gandhi International Airport,HND,DEL,HND -> DEL,20:44:00.000,04:29:00.000,07:45,0,No info,35760,Direct
Vistara,Tokyo,Delhi,Tokyo Haneda Airport,Indira Gandhi International Airport,HND,DEL,HND -> DEL,21:29:00.000,05:14:00.000,07:45,0,Business class,39450,Direct
ZIPAIR Tokyo,Tokyo,Delhi,Tokyo Haneda Airport,Indira Gandhi International Airport,HND,DEL,HND -> DEL,22:14:00.000,05:59:00.000,07:45,0,In-flight meal not included,31960,Direct
All Nippon Airways,Delhi,Tokyo,Indira Gandhi International Airport,Tokyo Haneda Airport,DEL,HND,DEL -> HND,19:51:00.000,03:36:00.000,07:45,0,Business class,45150,Direct
Japan Airlines,Delhi,Tokyo,Indira Gandhi International Airport,Tokyo Haneda Airport,DEL,HND,DEL -> HND,20:36:00.000,04:21:00.000,07:45,0,Business class,45400,Direct
Air India,Delhi,Tokyo,Indira Gandhi International Airport,Tokyo Haneda Airport,DEL,HND,DEL -> HND,21:21:00.000,05:06:00.000,07:45,0,No info,35760,Direct
Vistara,Delhi,Tokyo,Indira Gandhi International Airport,Tokyo Haneda Airport,DEL,HND,DEL -> HND,22:06:00.000,05:51:00.000,07:45,0,Business class,39450,Direct
ZIPAIR Tokyo,Delhi,Tokyo,Indira Gandhi International Airport,Tokyo Haneda Airport,DEL,HND,DEL -> HND,22:51:00.000,06:36:00.000,07:45,0,In-flight meal not included,31960,Direct
All Nippon Airways,Tokyo,Manila,Tokyo Haneda Airport,Ninoy Aquino International Airport,HND,MNL,HND -> MNL,20:28:00.000,00:58:00.000,04:30,0,Business class,29400,Direct
Japan Airlines,Tokyo,Manila,Tokyo Haneda Airport,Ninoy Aquino International Airport,HND,MNL,HND -> MNL,21:13:00.000,01:43:00.000,04:30,0,Business class,29650,Direct
Philippine Airlines,Tokyo,Manila,Tokyo Haneda Airport,Ninoy Aquino International Airport,HND,MNL,HND -> MNL,21:58:00.000,02:28:00.000,04:30,0,Business class,25140,Direct
Cebu Pacific,Tokyo,Manila,Tokyo Haneda Airport,Ninoy Aquino International Airport,HND,MNL,HND -> MNL,22:43:00.000,03:13:00.000,04:30,0,In-flight meal not included,16150,Direct
ZIPAIR Tokyo,Tokyo,Manila,Tokyo Haneda Airport,Ninoy Aquino International Airport,HND,MNL,HND -> MNL,23:28:00.000,03:58:00.000,04:30,0,In-flight meal not included,21160,Direct
All Nippon Airways,Manila,Tokyo,Ninoy Aquino International Airport,Tokyo Haneda Airport,MNL,HND,MNL -> HND,21:05:00.000,01:35:00.000,04:30,0,Business class,29400,Direct
Japan Airlines,Manila,Tokyo,Ninoy Aquino International Airport,Tokyo Haneda Airport,MNL,HND,MNL -> HND,21:50:00.000,02:20:00.000,04:30,0,Business class,29650,Direct
Philippine Airlines,Manila,Tokyo,Ninoy Aquino International Airport,Tokyo Haneda Airport,MNL,HND,MNL -> HND,22:35:00.000,03:05:00.000,04:30,0,Business class,25140,Direct
Cebu Pacific,Manila,Tokyo,Ninoy Aquino International Airport,Tokyo Haneda Airport,MNL,HND,MNL -> HND,23:20:00.000,03:50:00.000,04:30,0,In-flight meal not included,16150,Direct
ZIPAIR Tokyo,Manila,Tokyo,Ninoy Aquino International Airport,Tokyo Haneda Airport,MNL,HND,MNL -> HND,00:05:00.000,04:35:00.000,04:30,0,In-flight meal not included,21160,Direct
Korean Air,Seoul,Sydney,Incheon International Airport,Sydney Kingsford Smith Airport,ICN,SYD,ICN -> SYD,21:42:00.000,07:52:00.000,10:10,0,Business class,60180,Direct
Asiana Airlines,Seoul,Sydney,Incheon International Airport,Sydney Kingsford Smith Airport,ICN,SYD,ICN -> SYD,22:27:00.000,08:37:00.000,10:10,0,No info,54530,Direct
Qantas Airways,Seoul,Sydney,Incheon International Airport,Sydney Kingsford Smith Airport,ICN,SYD,ICN -> SYD,23:12:00.000,09:22:00.000,10:10,0,Business class,59500,Direct
Jetstar Airways,Seoul,Sydney,Incheon International Airport,Sydney Kingsford Smith Airport,ICN,SYD,ICN -> SYD,23:57:00.000,10:07:00.000,10:10,0,In-flight meal not included,37330,Direct
Virgin Australia,Seoul,Sydney,Incheon International Airport,Sydney Kingsford Smith Airport,ICN,SYD,ICN -> SYD,00:42:00.000,10:52:00.000,10:10,0,No info,54100,Direct
Korean Air,Sydney,Seoul,Sydney Kingsford Smith Airport,Incheon International Airport,SYD,ICN,SYD -> ICN,22:19:00.000,08:29:00.000,10:10,0,Business class,60180,Direct
Asiana Airlines,Sydney,Seoul,Sydney Kingsford Smith Airport,Incheon International Airport,SYD,ICN,SYD -> ICN,23:04:00.000,09:14:00.000,10:10,0,No info,54530,Direct
Qantas Airways,Sydney,Seoul,Sydney Kingsford Smith Airport,Incheon International Airport,SYD,ICN,SYD -> ICN,23:49:00.000,09:59:00.000,10:10,0,Business class,59500,Direct
Jetstar Airways,Sydney,Seoul,Sydney Kingsford Smith Airport,Incheon International Airport,SYD,ICN,SYD -> ICN,00:34:00.000,10:44:00.000,10:10,0,In-flight meal not included,37330,Direct
Virgin Australia,Sydney,Seoul,Sydney Kingsford Smith Airport,Incheon International Airport,SYD,ICN,SYD -> ICN,01:19:00.000,11:29:00.000,10:10,0,No info,54100,Direct
Korean Air,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,22:56:00.000,04:26:00.000,05:30,0,Business class,32640,Direct
Asiana Airlines,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,23:41:00.000,05:11:00.000,05:30,0,No info,29690,Direct
Thai Airways,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,00:26:00.000,05:56:00.000,05:30,0,Business class,30580,Direct
T'way Air,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,01:11:00.000,06:41:00.000,05:30,0,In-flight meal not included,21230,Direct
Thai AirAsia X,Seoul,Bangkok,Incheon International Airport,Suvarnabhumi Airport,ICN,BKK,ICN -> BKK,01:56:00.000,10:16:00.000,08:20,1,In-flight meal not included,20200,Connecting
Korean Air,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,23:33:00.000,05:03:00.000,05:30,0,Business class,32640,Direct
Asiana Airlines,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,00:18:00.000,05:48:00.000,05:30,0,No info,29690,Direct
Thai Airways,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,01:03:00.000,06:33:00.000,05:30,0,Business class,30580,Direct
T'way Air,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,01:48:00.000,07:18:00.000,05:30,0,In-flight meal not included,21230,Direct
Thai AirAsia X,Bangkok,Seoul,Suvarnabhumi Airport,Incheon International Airport,BKK,ICN,BKK -> ICN,02:33:00.000,10:53:00.000,08:20,1,In-flight meal not included,20200,Connecting
Korean Air,Seoul,Ho Chi Minh City,Incheon International Airport,Tan Son Nhat International Airport,ICN,SGN,ICN -> SGN,00:10:00.000,05:10:00.000,05:00,0,Business class,28560,Direct
Asiana Airlines,Seoul,Ho Chi Minh City,Incheon International Airport,Tan Son Nhat International Airport,ICN,SGN,ICN -> SGN,00:55:00.000,05:55:00.000,05:00,0,No info,26010,Direct
Vietnam Airlines,Seoul,Ho Chi Minh City,Incheon International Airport,Tan Son Nhat International Airport,ICN,SGN,ICN -> SGN,01:40:00.000,06:40:00.000,05:00,0,No info,24300,Direct
VietJet Air,Seoul,Ho Chi Minh City,Incheon International Airport,Tan Son Nhat International Airport,ICN,SGN,ICN -> SGN,02:25:00.000,07:25:00.000,05:00,0,In-flight meal not included,16710,Direct
T'way Air,Seoul,Ho Chi Minh City,Incheon International Airport,Tan Son Nhat International Airport,ICN,SGN,ICN -> SGN,03:10:00.000,08:10:00.000,05:00,0,In-flight meal not included,18920,Direct
Korean Air,Ho Chi Minh City,Seoul,Tan Son Nhat International Airport,Incheon International Airport,SGN,ICN,SGN -> ICN,00:47:00.000,05:47:00.000,05:00,0,Business class,28560,Direct
Asiana Airlines,Ho Chi Minh City,Seoul,Tan Son Nhat International Airport,Incheon International Airport,SGN,ICN,SGN -> ICN,01:32:00.000,06:32:00.000,05:00,0,No info,26010,Direct
Vietnam Airlines,Ho Chi Minh City,Seoul,Tan Son Nhat International Airport,Incheon International Airport,SGN,ICN,SGN -> ICN,02:17:00.000,07:17:00.000,05:00,0,No info,24300,Direct
VietJet Air,Ho Chi Minh City,Seoul,Tan Son Nhat International Airport,Incheon International Airport,SGN,ICN,SGN -> ICN,03:02:00.000,08:02:00.000,05:00,0,In-flight meal not included,16710,Direct
T'way Air,Ho Chi Minh City,Seoul,Tan Son Nhat International Airport,Incheon International Airport,SGN,ICN,SGN -> ICN,03:47:00.000,08:47:00.000,05:00,0,In-flight meal not included,18920,Direct
Korean Air,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,01:24:00.000,05:59:00.000,04:35,0,Business class,27540,Direct
Asiana Airlines,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,02:09:00.000,06:44:00.000,04:35,0,No info,25090,Direct
Philippine Airlines,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,02:54:00.000,07:29:00.000,04:35,0,Business class,24260,Direct
Cebu Pacific,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,03:39:00.000,08:14:00.000,04:35,0,In-flight meal not included,15600,Direct
T'way Air,Seoul,Manila,Incheon International Airport,Ninoy Aquino International Airport,ICN,MNL,ICN -> MNL,04:24:00.000,08:59:00.000,04:35,0,In-flight meal not included,18280,Direct
Korean Air,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,02:01:00.000,06:36:00.000,04:35,0,Business class,27540,Direct
Asiana Airlines,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,02:46:00.000,07:21:00.000,04:35,0,No info,25090,Direct
Philippine Airlines,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,03:31:00.000,08:06:00.000,04:35,0,Business class,24260,Direct
Cebu Pacific,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,04:16:00.000,08:51:00.000,04:35,0,In-flight meal not included,15600,Direct
T'way Air,Manila,Seoul,Ninoy Aquino International Airport,Incheon International Airport,MNL,ICN,MNL -> ICN,05:01:00.000,09:36:00.000,04:35,0,In-flight meal not included,18280,Direct
Cathay Pacific,Hong Kong,Taipei,Hong Kong International Airport,Taiwan Taoyuan International Airport,HKG,TPE,HKG -> TPE,02:38:00.000,04:18:00.000,01:40,0,Business class,12000,Direct
China Airlines,Hong Kong,Taipei,Hong Kong International Airport,Taiwan Taoyuan International Airport,HKG,TPE,HKG -> TPE,03:23:00.000,05:03:00.000,01:40,0,Business class,11650,Direct
EVA Air,Hong Kong,Taipei,Hong Kong International Airport,Taiwan Taoyuan International Airport,HKG,TPE,HKG -> TPE,04:08:00.000,05:48:00.000,01:40,0,Business class,12140,Direct
HK Express,Hong Kong,Taipei,Hong Kong International Airport,Taiwan Taoyuan International Airport,HKG,TPE,HKG -> TPE,04:53:00.000,06:33:00.000,01:40,0,No info,8550,Direct
Hong Kong Airlines,Hong Kong,Taipei,Hong Kong International Airport,Taiwan Taoyuan International Airport,HKG,TPE,HKG -> TPE,05:38:00.000,07:18:00.000,01:40,0,No info,10360,Direct
Cathay Pacific,Taipei,Hong Kong,Taiwan Taoyuan International Airport,Hong Kong International Airport,TPE,HKG,TPE -> HKG,03:15:00.000,04:55:00.000,01:40,0,Business class,12000,Direct
China Airlines,Taipei,Hong Kong,Taiwan Taoyuan International Airport,Hong Kong International Airport,TPE,HKG,TPE -> HKG,04:00:00.000,05:40:00.000,01:40,0,Business class,11650,Direct
EVA Air,Taipei,Hong Kong,Taiwan Taoyuan International Airport,Hong Kong International Airport,TPE,HKG,TPE -> HKG,04:45:00.000,06:25:00.000,01:40,0,Business class,12140,Direct
HK Express,Taipei,Hong Kong,Taiwan Taoyuan International Airport,Hong Kong International Airport,TPE,HKG,TPE -> HKG,05:30:00.000,07:10:00.000,01:40,0,No info,8550,Direct
Hong Kong Airlines,Taipei,Hong Kong,Taiwan Taoyuan International Airport,Hong Kong International Airport,TPE,HKG,TPE -> HKG,06:15:00.000,07:55:00.000,01:40,0,No info,10360,Direct
Cathay Pacific,Hong Kong,Sydney,Hong Kong International Airport,Sydney Kingsford Smith Airport,HKG,SYD,HKG -> SYD,03:52:00.000,12:52:00.000,09:00,0,Business class,55000,Direct
Qantas Airways,Hong Kong,Sydney,Hong Kong International Airport,Sydney Kingsford Smith Airport,HKG,SYD,HKG -> SYD,04:37:00.000,13:37:00.000,09:00,0,Business class,55250,Direct
Virgin Australia,Hong Kong,Sydney,Hong Kong International Airport,Sydney Kingsford Smith Airport,HKG,SYD,HKG -> SYD,05:22:00.000,14:22:00.000,09:00,0,No info,50000,Direct
Jetstar Airways,Hong Kong,Sydney,Hong Kong International Airport,Sydney Kingsford Smith Airport,HKG,SYD,HKG -> SYD,06:07:00.000,15:07:00.000,09:00,0,In-flight meal not included,34850,Direct
Hong Kong Airlines,Hong Kong,Sydney,Hong Kong International Airport,Sydney Kingsford Smith Airport,HKG,SYD,HKG -> SYD,06:52:00.000,15:52:00.000,09:00,0,No info,43900,Direct
Cathay Pacific,Sydney,Hong Kong,Sydney Kingsford Smith Airport,Hong Kong International Airport,SYD,HKG,SYD -> HKG,04:29:00.000,13:29:00.000,09:00,0,Business class,55000,Direct
Qantas Airways,Sydney,Hong Kong,Sydney Kingsford Smith Airport,Hong Kong International Airport,SYD,HKG,SYD -> HKG,05:14:00.000,14:14:00.000,09:00,0,Business class,55250,Direct
Virgin Australia,Sydney,Hong Kong,Sydney Kingsford Smith Airport,Hong Kong International Airport,SYD,HKG,SYD -> HKG,05:59:00.000,14:59:00.000,09:00,0,No info,50000,Direct
Jetstar Airways,Sydney,Hong Kong,Sydney Kingsford Smith Airport,Hong Kong International Airport,SYD,HKG,SYD -> HKG,06:44:00.000,15:44:00.000,09:00,0,In-flight meal not included,34850,Direct
Hong Kong Airlines,Sydney,Hong Kong,Sydney Kingsford Smith Airport,Hong Kong International Airport,SYD,HKG,SYD -> HKG,07:29:00.000,16:29:00.000,09:00,0,No info,43900,Direct
Cathay Pacific,Hong Kong,Osaka,Hong Kong International Airport,Kansai International Airport,HKG,KIX,HKG -> KIX,05:06:00.000,09:11:00.000,04:05,0,Business class,26000,Direct
Japan Airlines,Hong Kong,Osaka,Hong Kong International Airport,Kansai International Airport,HKG,KIX,HKG -> KIX,05:51:00.000,09:56:00.000,04:05,0,Business class,27550,Direct
All Nippon Airways,Hong Kong,Osaka,Hong Kong International Airport,Kansai International Airport,HKG,KIX,HKG -> KIX,06:36:00.000,10:41:00.000,04:05,0,Business class,27800,Direct
HK Express,Hong Kong,Osaka,Hong Kong International Airport,Kansai International Airport,HKG,KIX,HKG -> KIX,07:21:00.000,11:26:00.000,04:05,0,No info,17650,Direct
Peach Aviation,Hong Kong,Osaka,Hong Kong International Airport,Kansai International Airport,HKG,KIX,HKG -> KIX,08:06:00.000,12:11:00.000,04:05,0,No info,18160,Direct
Cathay Pacific,Osaka,Hong Kong,Kansai International Airport,Hong Kong International Airport,KIX,HKG,KIX -> HKG,05:43:00.000,09:48:00.000,04:05,0,Business class,26000,Direct
Japan Airlines,Osaka,Hong Kong,Kansai International Airport,Hong Kong International Airport,KIX,HKG,KIX -> HKG,06:28:00.000,10:33:00.000,04:05,0,Business class,27550,Direct
All Nippon Airways,Osaka,Hong Kong,Kansai International Airport,Hong Kong International Airport,KIX,HKG,KIX -> HKG,07:13:00.000,11:18:00.000,04:05,0,Business class,27800,Direct
HK Express,Osaka,Hong Kong,Kansai International Airport,Hong Kong International Airport,KIX,HKG,KIX -> HKG,07:58:00.000,12:03:00.000,04:05,0,No info,17650,Direct
Peach Aviation,Osaka,Hong Kong,Kansai International Airport,Hong Kong International Airport,KIX,HKG,KIX -> HKG,08:43:00.000,12:48:00.000,04:05,0,No info,18160,Direct
Cathay Pacific,Hong Kong,Seoul,Hong Kong International Airport,Incheon International Airport,HKG,ICN,HKG -> ICN,06:20:00.000,09:45:00.000,03:25,0,Business class,23000,Direct
Korean Air,Hong Kong,Seoul,Hong Kong International Airport,Incheon International Airport,HKG,ICN,HKG -> ICN,07:05:00.000,10:30:00.000,03:25,0,Business class,23710,Direct
Asiana Airlines,Hong Kong,Seoul,Hong Kong International Airport,Incheon International Airport,HKG,ICN,HKG -> ICN,07:50:00.000,11:15:00.000,03:25,0,No info,21660,Direct
HK Express,Hong Kong,Seoul,Hong Kong International Airport,Incheon International Airport,HKG,ICN,HKG -> ICN,08:35:00.000,12:00:00.000,03:25,0,No info,15700,Direct
Jeju Air,Hong Kong,Seoul,Hong Kong International Airport,Incheon International Airport,HKG,ICN,HKG -> ICN,09:20:00.000,12:45:00.000,03:25,0,In-flight meal not included,15260,Direct
Cathay Pacific,Seoul,Hong Kong,Incheon International Airport,Hong Kong International Airport,ICN,HKG,ICN -> HKG,06:57:00.000,10:22:00.000,03:25,0,Business class,23000,Direct
Korean Air,Seoul,Hong Kong,Incheon International Airport,Hong Kong International Airport,ICN,HKG,ICN -> HKG,07:42:00.000,11:07:00.000,03:25,0,Business class,23710,Direct
Asiana Airlines,Seoul,Hong Kong,Incheon International Airport,Hong Kong International Airport,ICN,HKG,ICN -> HKG,08:27:00.000,11:52:00.000,03:25,0,No info,21660,Direct
HK Express,Seoul,Hong Kong,Incheon International Airport,Hong Kong International Airport,ICN,HKG,ICN -> HKG,09:12:00.000,12:37:00.000,03:25,0,No info,15700,Direct
